id,start,end,text,emotions,situation,situation_type
2181,13021.32,13022.924,Starting today...,['anticipation'],A new beginning or a fresh start,life event
2182,13023.04,13025.771,"if I hear you're still
hanging out with Ming,","['concern', 'caution']",Warning someone about hanging out with a specific person,Interpersonal warning
2183,13025.88,13028.884,I'm coming after you!,['determination'],A character threatens to pursue someone,Confrontation
2184,13034.32,13037.449,"Motherfuckin' punk!
I let you be my best friend!",[],unknown,unknown
2185,13037.56,13041.645,"Fuck! Don't forget
who you're messing with!",[],unknown,unknown
2186,13041.76,13044.764,"<i>I'll</i> be waitin' for you, buddy!",['affection'],A character expresses friendship and loyalty to someone.,Friendly interaction
2187,13044.88,13047.087,I'll kick your ass!,['determination'],a threat,conflict
2188,13049.24,13052.767,"I've been looking all over for you.
Cool it. We're all good friends.","['relief', 'affection']",Reuniting with a friend after a search,Social Interaction
2189,13053.16,13055.447,"Cool it for my sake, okay?",['concern'],Someone is asking another person to calm down for their own sake.,request
2190,13056.32,13059.085,"Let's talk it over.
<i>I'll</i> bring him to you.","['calm', 'determination']",A character agrees to bring someone to another character.,agreement
2191,13059.24,13062.369,"Come on, man.
Don't act this way.",['concern'],trying to calm someone down,interpersonal issue
2192,13064.2,13066.248,It makes us look bad.,['concern'],Someone is worried about how a situation reflects on them or their group.,Social interaction
2193,13066.36,13068.044,Wait at the film studio.,['neutral'],Giving instructions,directive
2194,13068.2,13070.931,"<i>I'll</i> go talk to him.
<i>I'll</i> bring him to you.",['determination'],A person is taking initiative to resolve a situation,problem-solving
2195,13071.16,13073.322,Cool it for my sake.,"['calm', 'concern']",One person is asking another to relax a situation for their own benefit.,Request
2196,13073.6,13075.602,"Come on, man.","['curiosity', 'concern']",One person is trying to persuade or understand the other.,Encouragement
2197,13087.16,13090.562,"Let's drop it for today.
I need time to talk to him.",[],unknown,unknown
2198,13090.72,13093.121,"He brought
his samurai sword to class.","['surprise', 'incredulity']",A student brings an unusual item to class,Humorous situation
2199,13093.28,13095.601,"Let's do it tomorrow, okay?",['caution'],Postponing a plan or task,Decision Making
2200,13095.72,13098.007,Go home and cool down.,['caution'],Someone is being told to calm down,Conflict
2201,13098.28,13101.204,"Do it for me, okay?",['concern'],Asking for help,Request
2202,13101.48,13103.801,"Let's make it tomorrow, okay?",['anticipation'],Planning a future event,Social
2203,13104.16,13106.447,Okay? For sure?,"['caution', 'concern']",The speaker is asking for confirmation to ensure everything is fine., Clarification
2204,13106.76,13109.491,"I gotta go.
I'm late for class.","['concern', 'caution']",leaving for class,daily routine
2205,13163.72,13165.484,Your brother's not here yet?,['concern'],inquiring about someone's absence,query
2206,13165.6,13168.206,My family said he was on his way.,['concern'],"The speaker is informing about someone's arrival, but seems worried.",announcement
2207,13168.68,13170.125,Well...,"['neutral', 'caution']","A character is pausing before speaking, indicating hesitation or uncertainty.", hesitation
2208,13170.64,13172.847,let's wait another half hour.,['caution'],Deciding to wait for a while.,Decision making
2209,13172.96,13175.691,"- I'm sorry, Reverend Chen.
- It's okay.","['apology', 'forgiveness']",A person apologizes to Reverend Chen and he forgives them,apology and forgiveness
2210,13176.04,13178.566,Well... excuse me.,"['surprise', 'incredulity']",A person is taken aback by something,reaction
2211,13206.08,13207.65,Hey there!,['affection'],A casual greeting,social interaction
2212,13209.88,13213.771,"Can you help me find
that young girl you were with before?",['concern'],Asking for help to find someone,query
2213,13213.96,13216.884,She moved after the screen test.,[],unknown,unknown
2214,13217.0,13218.923,You know where to?,['curiosity'],Asking for directions,Query
2215,13219.08,13223.085,"She cries and laughs,
and makes it all look natural!","['joy', 'amusement']",A person is expressing strong emotions in a natural way,comedy
2216,13223.2,13224.611,Natural?,['incredulity'],Questioning the authenticity of something,doubt
2217,13225.0,13227.446,You can't even tell real from fake.,['incredulity'],The speaker expresses disbelief in someone's ability to distinguish reality from falsehood.,Accusation
2218,13227.56,13229.562,How can you make movies?,['curiosity'],Asking about filmmaking,Inquiry
2219,13231.48,13234.45,"You even know
what the hell you're filming?",['incredulity'],A person is questioning someone's competence in filming,Confrontation
2220,13241.6,13243.284,<i>Cat's at school.</i>,['neutral'],The speaker is stating a fact about someone's location.,informative statement
2221,13243.44,13245.283,<i>I'm just borro wing a book.</i>,['neutral'],A character is borrowing a book.,everyday activity
2222,13245.44,13246.646,<i>What book?</i>,['curiosity'],A person asks about a book,query
2223,13246.76,13248.762,<i>I know where it is.</i>,['confidence'],Character claims to know the location of something.,assertion
2224,13305.92,13308.366,How come his bike's still here?,['curiosity'],Questioning the presence of someone's bike,Investigation
2225,13308.52,13312.411,"Strange. He's usually
the first one out of here.","['curiosity', 'surprise']",Someone is late to leave a place,daily life
2226,13317.4,13319.084,Si?!,['surprise'],A character responds with surprise to something unexpected.,reaction
2227,13339.04,13340.883,What's the matter?,['concern'],Someone asks about the well-being of another person,Inquiry
2228,13342.04,13344.441,What brings you here to school?,['curiosity'],Asking about someone's purpose,Social Interaction
2229,13347.04,13348.769,What's that?,['curiosity'],Someone asks about something,inquiry
2230,13351.08,13353.56,"Stop acting like this.
What's that?","['concern', 'curiosity']",One person is reprimanding and asking about something,Conflict
2231,13364.12,13366.282,You're here for Ma.,['concern'],"A character is addressing someone who has arrived, seemingly for the sake of someone else (Ma).",family
2232,13368.56,13370.449,Tell me! Are you?,['curiosity'],One character asks another to reveal something.,question
2233,13372.68,13375.081,"How could you do
a thing like that?",['concern'],Accusation of wrongdoing,Conflict
2234,13376.24,13378.447,"I won't let anyone
look down on you.","['protectiveness', 'determination']",The speaker is defending someone they care about.,support
2235,13379.76,13381.762,What are you talking about?,"['curiosity', 'incredulity']",Asking for clarification,Query
2236,13385.16,13387.845,"Aren't you supposed
to be home studying?",['concern'],Someone is being asked about their responsibility,admonishment
2237,13394.64,13397.769,"Ming, I know all about you.","['curiosity', 'authority']",One person confronts another about their past,confrontation
2238,13398.36,13400.01,But I don't mind.,"['neutral', 'calm']",A person responds to a situation without showing any distress or concern.,response
2239,13400.44,13402.09,Because only I know.,['authority'],A character claims exclusive knowledge,assertion
2240,13402.24,13404.527,"I'm the only one
who can help you.","['confidence', 'protectiveness']",A character claims they are the only one who can help someone,assertion
2241,13405.0,13407.526,I'm the only hope you have left.,"['authority', 'protectiveness']",A character claims to be the last resort for someone in need.,declaration
2242,13407.96,13410.088,Just like Honey used to be.,['nostalgia'],The speaker is reminiscing about the past.,reflection
2243,13410.72,13413.451,"That's why
you still can't forget Honey.",['nostalgia'],Talking about a past love,romance
2244,13415.04,13418.123,"Because right now,
I'm another Honey.","['confidence', 'pride']",Character is confidently declaring their identity,Self-acceptance
2245,13423.44,13427.126,"You mean you're the only one
who can help change me, right?","['hope', 'determination']",Asking for help to change oneself,Personal Growth
2246,13427.84,13430.127,Why are you like all the rest?,"['concern', 'incredulity']",The speaker is questioning someone's behavior,conflict
2247,13431.04,13434.522,"I was wrong about you.
You're just like the others.","['surprise', 'incredulity']",Someone realizes they misjudged someone else,Realization
2248,13434.64,13438.042,"You're nice to me
just so I'll be nice to you.",['incredulity'],Accusation of insincerity,Conflict
2249,13439.44,13441.647,"Then you'll feel secure, right?",['concern'],The speaker is asking if the person will feel safe after a certain action,Query
2250,13442.44,13444.09,You're so selfish.,['concern'],One person accuses another of being selfish.,Conflict
2251,13445.36,13447.169,You want to change me?,"['concern', 'caution']",One person questions another's intentions,Interpersonal conflict
2252,13447.28,13449.248,I'm like this world.,['curiosity'],The speaker is expressing their fascination with the world.,Self-reflection
2253,13449.36,13452.887,"This world will never change!
Who do you think -","['incredulity', 'concern']",Expressing frustration and doubt about the possibility of change,Social commentary
2254,13456.52,13458.409,You're hopeless!,['concern'],Someone is being criticized,negative feedback
2255,13459.04,13461.168,Shameless and hopeless!,['concern'],Expressing disappointment and despair,Negative Emotion
2256,13486.6,13487.965,Ming.,['neutral'],Addressing someone by their name,informal greeting
2257,13489.0,13490.57,Get up.,['authority'],Someone is being told to stand up.,command
2258,13492.52,13494.204,"Quick, get up.",[],unknown,unknown
2259,13495.16,13496.844,Get on your feet.,['authority'],A person is being told to stand up.,instruction
2260,13497.92,13500.287,You won't die. Believe me.,"['confidence', 'protectiveness']",Reassuring someone of their safety,Comfort
2261,13503.48,13505.926,Hurry and get UP-,"['urgency', 'concern']",Someone is being told to get up quickly,Instruction
2262,13507.36,13509.283,You can do it.,['confidence'],Encouraging someone to take action,Support
2263,13512.36,13514.522,Please get up.,"['authority', 'concern']",Someone is being told to get up,directive
2264,13517.84,13519.41,Get up!,['authority'],Someone is being told to stand up,Command
2265,13523.44,13525.886,Why won't you get UP?,['concern'],Someone is trying to get someone to get up,Conflict
2266,13531.4,13533.846,Where is he?,['concern'],Someone is looking for someone.,query
2267,13533.96,13537.407,"I'm looking for my brother.
You got the wrong person!","['concern', 'surprise']",A character is mistaken for someone else and corrects the mistake.,misunderstanding
2268,13537.56,13539.722,You've made a mistake!,"['concern', 'caution']",Someone is pointing out an error,Confrontation
2269,13549.92,13552.002,You got the wrong person!,"['incredulity', 'surprise']",A person is mistaken for someone else,conflict
2270,13554.24,13556.083,<i>Where's Sh'?</i>,['concern'],Someone is looking for Sh,Query
2271,13572.64,13574.927,So that's the guy.,"['neutral', 'curiosity']",Identifying someone,Observation
2272,13576.6,13578.648,"Strange.
I don't know this one.","['curiosity', 'incredulity']",The speaker is puzzled by something unfamiliar.,confusion
2273,13579.32,13581.209,What gang is he with?,"['concern', 'caution']",the character is asking about someone's affiliation with a gang,inquiry
2274,13582.44,13586.445,"I know every one
of these assholes in town.",['concern'],"The speaker is aware of everyone in town, implying a sense of unease or potential threat.",Threat Perception
2275,13595.44,13597.124,“Dear Sis...”,['affection'],A character addresses their sister with affection,Family
2276,13597.28,13599.282,Found that in his pocket.,['surprise'],Finding something unexpected in someone's pocket,Discovery
2277,13601.2,13602.929,“I'm sorry.,['concern'],Apologizing for something,Regret
2278,13603.56,13606.404,"I know you're the only one
who understands.","['gratitude', 'affection']",expressing appreciation for someone's understanding,personal
2279,13606.52,13609.842,"Please help explain
to Mom and Dad...","['concern', 'caution']",Asking for help to explain something to parents,Family Interaction
2280,13610.96,13613.44,in case I never see you again.”,['nostalgia'],a character says goodbye,farewell
2281,13615.48,13617.323,What's the little jerk's name?,['curiosity'],Asking about someone's name,Inquiry
2282,13617.48,13620.29,"Can't even write his name.
Drew a funny face!",['amusement'],Someone is making a funny face to avoid writing someone's name,humorous
2283,13620.64,13622.642,What's his problem?,['concern'],Someone is wondering about another person's issue.,inquiry
2284,13623.48,13625.847,XIAO SFR,[],no context provided,unknown
2285,13634.92,13637.161,"Get up.
Time to change.","['authority', 'seriousness']",Someone is being told to get up and change.,instruction
2286,13638.32,13639.89,Get up.,['authority'],Ordering someone to stand up,instruction
2287,13640.0,13642.321,Get up and get changed!,['authority'],Ordering someone to get up and change,Command
2288,13642.48,13644.562,You little punk!,"['authority', 'concern']",A character is scolding or reprimanding someone,Conflict
2289,13644.68,13646.728,She's mine!,"['protectiveness', 'possessiveness']",claiming ownership of a person,romantic relationship
2290,13646.84,13649.764,You can't take her away!,"['protectiveness', 'concern']",A character is trying to prevent someone from taking someone else away.,conflict
2291,13650.0,13652.606,You can't do this!,"['concern', 'authority']",A person is trying to stop someone from doing something,Conflict
2292,13666.4,13670.291,"It belongs to my old man.
Ask him where he got it.",['curiosity'],A character is inquiring about the origin of an item,investigation
2293,13670.4,13672.368,<i>I didn't ask him!</i>,['incredulity'],Defending oneself from an accusation,Conflict
2294,13672.48,13673.891,I'm asking you!,['authority'],The speaker is demanding an answer.,confrontation
2295,13674.04,13676.202,"Why'd you bring
this sword to class?","['curiosity', 'surprise']",A student brings a sword to class and is questioned about it.,school
2296,13678.0,13680.731,"I know
you're mixed up in all this!",['concern'],Accusing someone of involvement in a situation,Accusation
2297,13681.8,13683.882,We know your father well.,"['curiosity', 'authority']",A character mentions knowing someone's father,introduction
2298,13684.0,13686.048,Can't you just cooperate?,[],unknown,unknown
2299,13686.2,13688.726,"That's my son!
What are you doing to him?","['concern', 'protectiveness']",A parent is worried about their child being harmed,Family
2300,13688.84,13691.764,"This is outrageous!
We're a respectable family!","['incredulity', 'pride']",Family members react to a scandal,family conflict
2301,13692.12,13694.691,"Treating an innocent child
like this!","['concern', 'caution']",expressing concern for a child's well-being,moral outrage
2302,13694.88,13696.564,The latest report:,['neutral'],Someone is presenting or sharing information,Information exchange
2303,13696.72,13698.643,"The girl's mother
just committed suicide.",['concern'],A character shares devastating news about a family member.,Tragedy
2304,13698.76,13700.444,Who's in charge here?,"['authority', 'curiosity']",A character asks about leadership in a group,questioning
2305,13700.56,13702.562,I am! I'm the boss here!,"['confidence', 'authority']",Asserting dominance,Conflict
2306,13702.72,13704.404,Now you get out!,['authority'],Ordering someone to leave,Confrontation
2307,13704.52,13707.171,"- How dare you speak to me like that!
- Out!","['concern', 'authority']",A person is being spoken to in a disrespectul manner and responds by telling the other to leave.,Conflict
2308,13707.28,13709.567,"Who is that man?
I want his name!","['curiosity', 'authority']",Demanding information about someone,Inquiry
2309,13709.92,13711.649,What's his name?,['curiosity'],Asking for someone's name,inquiry
2310,13711.8,13713.564,Write down his name!,['authority'],A person is giving a firm instruction to write down a name.,instruction
2311,13724.28,13727.25,He was the only friend I had.,"['affection', 'nostalgia']",The speaker talks about a past friend.,personal_relationship
2312,13728.92,13730.524,And now...,['anticipation'],The speaker is introducing something new or surprising.,Transition
2313,13758.12,13761.124,"<i>We heard the girl's mother
tried to kill herself.</i>",['concern'],Girl's mother attempted suicide,tragic event
2314,13761.24,13763.242,<i>Tell us about it.</i>,['curiosity'],Someone is asked to share their experience or story.,inquiry
2315,13763.36,13765.249,<i>Let us talk to her.</i>,['curiosity'],Character suggests talking to someone,Social Interaction
2316,13765.36,13768.284,"<i>Everyone wants to know
what really happened.</i>","['curiosity', 'incredulity']",People are curious and want to know the truth,inquiry
2317,13768.48,13771.45,"<i>She tried to kill herself
by swallowing her gold ring.</i>",['concern'],A character attempts suicide,dramatic
2318,13771.56,13773.562,<i>I really don 'I know much else.</i>,"['neutral', 'incredulity']",Character expressing uncertainty and lack of knowledge,Admission of ignorance
2319,13773.68,13775.444,<i>Please be considerate.</i>,"['caution', 'concern']",A polite request to be mindful of others,Social interaction
2320,13775.56,13777.688,<i>Do you know the boy?</i>,['curiosity'],Asking about someone,Inquiry
2321,13777.8,13780.849,"<i>Relax. The mother survived.
No big deal.</i>","['relief', 'calm']",Someone is told to relax after hearing good news.,good news
2322,13780.96,13783.645,"I heard you had
an affair with the girl.",['concern'],Accusation of infidelity,Conflict
2323,13783.76,13787.048,"Any comment?
- We heard the same thing.",['neutral'],Two people responding to a question with indifference,Conversation
2324,13787.16,13790.13,"What?
Have you no decency?","['incredulity', 'concern']",A person expresses shock and dismay at another's lack of morality.,Confrontation
2325,13790.24,13793.21,Get out! All of you!,"['authority', 'concern']",A person orders others to leave,command
2326,13794.32,13796.482,"Who do you think you are?
Out!","['authority', 'concern']",A person is being told to leave,Confrontation
2327,13796.6,13798.762,He has a guilty conscience.,"['concern', 'caution']",Someone's guilty conscience is acknowledged,Personal Realization
2328,13798.88,13802.202,"What's wrong
with asking a question?","['curiosity', 'incredulity']",A person is asking a question and is met with resistance,Conflict
2329,13802.36,13805.842,"Let's check out
the police department again.","['determination', 'curiosity']",Deciding to investigate the police department,investigation
2330,13806.6,13813.848,"<i>There is a place
of peace and calm</i>",[],unknown,unknown
2331,13814.84,13819.971,<i>Safe in G0d's embrace</i>,"['awe', 'gratitude']",A character is at peace with their faith,faith
2332,13821.0,13824.209,<i>In that place</i>,['curiosity'],Character is wondering about a place,Questioning
2333,13824.6,13828.525,<i>No evil dwells</i>,['awe'],A character utters a profound and mysterious phrase.,Philosophical/Mysterious
2334,13829.16,13834.405,<i>Safe in G0d's embrace</i>,['awe'],Character finds comfort in faith,Religious
2335,13835.52,13842.529,"<i>Jesus, our benevolent savior</i>","['awe', 'respect']",Addressing Jesus,religion
2336,13843.76,13848.891,<i>Comes from G0d's embrace</i>,['awe'],A character is in a state of reverence,Religious
2337,13849.76,13857.008,<i>We earnestly await the time</i>,['anticipation'],Awaiting a future event,Waiting
2338,13857.96,13863.569,<i>When we'll rest in G0d's embrace</i>,[],unknown,unknown
2339,13865.0,13867.048,"In the summer of 1961,",[],The scene is set in the summer of 1961.,Setting
2340,13867.16,13869.64,"Xiao Si'r received
the death sentence","['seriousness', 'concern']",Xiao Si'r is sentenced to death,judgment
2341,13869.76,13872.65,from the District Court of Taipei.,[],A formal court document is being read.,official
2342,13872.8,13875.406,"Being the first juvenile
homicide case in Taiwan",['seriousness'],Discussing a significant criminal case,crime
2343,13875.56,13877.562,"under Nationalist
government rule,",[],unknown,unknown
2344,13877.68,13879.762,"the case and sentence
were widely debated.","['neutral', 'concern']",A court's verdict is being discussed,Legal
2345,13879.92,13882.048,"The District High Court
later commuted the sentence",[],unknown,unknown
2346,13882.16,13883.844,to 15 years in prison.,['concern'],A sentence is given to someone,judicial
2347,13883.96,13887.248,"Xiao Si'r was released from prison
shortly before his 30th birthday.",['relief'],Xiao Si'r being released from prison,Personal Freedom
2348,13887.36,13889.84,Two months after the incident...,"['neutral', 'seriousness']",The scene is set two months after a significant event.,setup
2349,13890.08,13893.687,"The other gentlemen said
you accept tapes.",['neutral'],A person is being told about what other gentlemen said,Information Exchange
2350,13896.24,13898.083,Who said that?,['curiosity'],A character asks about the source of a statement,question
2351,13899.6,13901.523,You're making it up.,['incredulity'],Someone accuses the other of fabricating a story,Conflict
2352,13901.96,13903.928,We never accept tapes.,['authority'],A firm rule is stated.,rule
2353,13904.08,13905.969,I wanted to leave a letter.,['nostalgia'],"The speaker wants to leave a letter, likely as a way to express their feelings or memories.",Personal Reflection
2354,13906.12,13909.283,"He said letters get lost easily
in the mail room.","['concern', 'caution']",expressing concern about losing letters in the mail, warning
2355,13909.4,13911.767,He suggested a tape instead.,['neutral'],Someone suggests using a tape instead.,Suggestion
2356,13917.44,13920.171,"- Are you a family member?
- No.","['neutral', 'caution']",A person is being questioned about their relationship,interrogation
2357,13921.32,13924.29,"Mister, didn't you say
you accept tapes?",[],unknown,unknown
2358,13928.48,13930.448,Do you or don't you?,['curiosity'],One person is asking another if they have a certain feeling or opinion.,question
2359,13930.64,13932.881,"- Who's it for?
- Zhang Zhen.",['neutral'],Identifying a person,Introduction
2360,13933.2,13934.929,All right.,['neutral'],The speaker is agreeing or confirming something.,agreement
2361,13940.76,13943.081,Just leave it and go!,"['concern', 'caution']",A person is telling someone to leave a situation that might be dangerous,Warning
2362,13946.48,13949.484,"<i>Si'r, remember
this song I recorded?</i>",['nostalgia'],memory recall,
2363,13949.96,13952.167,<i>Guess who I mailed it to.</i>,"['surprise', 'incredulity']",Someone reveals a surprising action,Revelation
2364,13952.44,13954.283,<i>Elvis!</i>,"['excitement', 'surprise']",Someone exclaims Elvis' name with enthusiasm,celebrity recognition
2365,13954.44,13956.363,<i>He even wrote back.</i>,"['surprise', 'incredulity']",A person is surprised that someone they wrote to responded.,Personal interaction
2366,13956.48,13960.007,"<i>He was surprised to learn
his music is so popular</i>",['surprise'],Learning about one's own popularity,Discovery
2367,13960.16,13962.322,<i>on this unknown little island.</i>,"['curiosity', 'awe']",Describing a mysterious island,Setting
2368,13962.48,13966.69,"<i>He was touched.
He even sent me a gift.</i>","['gratitude', 'affection']",Receiving a gift from someone who was touched,Social Interaction
2369,13967.28,13969.408,<i>Too bad you can't see it.</i>,"['surprise', 'incredulity']",sarcasm,conflict
2370,13969.52,13972.41,"<i>I wear the ring
he sent me every day.</i>","['love', 'affection']",The speaker mentions wearing a ring every day that was given by someone special.,romantic
2371,13972.56,13974.642,<i>It's really cool!</i>,"['excitement', 'amusement']",expressing enthusiasm about something,personal reaction
2372,13975.32,13979.689,"<i>I just don't know
when I 'II get to show it to you.</i>","['anticipation', 'love']",The speaker is longing to share something special with someone they care about.,Personal Relationship
2373,13982.0,13984.685,What's this thing?,['curiosity'],Someone asks about an unknown object.,inquiry
2374,13984.88,13986.644,Shit!,"['surprise', 'incredulity']",exclamation of shock,reaction
2375,14032.52,14034.761,"Hey, the radio's working!","['excitement', 'surprise']",Discovering that the radio is working after possibly being broken,Technical issue
2376,14035.4,14038.563,"Don't move it!
It'll cut out again!","['concern', 'caution']", Warning about a potential problem with a device,Advisory
2377,14038.92,14043.13,"<i>Kang Fu-mei,
Wang Chao-jen, Yeh Hsin-ming...</i>",['respect'],"A character is listing names, likely with admiration or reverence",introduction
2378,14043.24,14046.642,"<i>Chao Hung,
Chen Cheng-chen...</i>",['respect'],A character is being addressed with respect,Introduction
2379,14081.4,14085.246,"<i>The preceding have qualified
for the Chinese Literature Department.</i>",['neutral'],Announcement of qualified students,Academic
2380,14086.28,14090.001,"<i>The following have qualified
for the Foreign Literature Department</i>",['pride'],Announcement of successful candidates,Academic
2381,14090.12,14093.681,<i>at National Taiwan University:</i>,[],Setting the scene at National Taiwan University,Establishing context
2382,14094.52,14097.524,"<i>Chou Fu-jung, Chang Shih-ling...</i>",['respect'],A person is being addressed with respect.,Address
2383,14097.64,14100.723,"<i>Chen Cheng-fu, Chang Chih-ho...</i>",['respect'],A character is being addressed with respect,address
2384,14105.4,14108.006,Also Featuring,['neutral'],listing additional credits,credits
2385,14108.48,14112.804,"WANG CHUAN, CHANG HAN
CHIANG HSIU-CHIUNG",[],Introduction of names,Introduction
2386,14113.16,14117.484,"STEPHANIE LAI
WONG CHI-ZAN, LAWRENCE KO",[],Character names,Introduction
2387,14117.8,14122.806,"TAN CHIH-KANG
CHANG MING-HSIN, JUNG CHUN-LUNG",[],Character names are being mentioned,Introduction
2388,14123.16,14127.404,"ZHOU HUI-GUO
TANG HSIAO-TSUI, LIN HONG-MING",[],Introducing characters' names,Introduction
2389,14127.84,14131.925,"BOSEN WANG
CHEN HUNG-YU",[],Introducing characters,Introduction
2390,14132.32,14136.484,"HSU MING, CHO MING",['neutral'],Two people are being referred to,Introduction
2391,14139.6,14142.604,Set Decoration by EDWARD YANG,[],Credit roll,neutral
2392,14142.84,14146.003,"Production Design by
YU WEI-YEN",[],credits,movie credits
2393,14146.12,14148.851,"Costume Design by
WU LE-CHIN",['neutral'],Credits roll,Intro
